SA3	Region	Median Price	12M Growth (%)	Rent Change (%)	Yield (%)	Buy Affordability	Rent Affordability	10Y Growth (PA)	Latitude	Longitude
Queanbeyan	Capital Region	$625,000	2.08	2	4.74	2.99	14.16	7.232142857	-35.38352495	149.1984777
Lower Hunter	Hunter Valley exc Newcastle	$1,189,200	4.84	9	4.36	5.72	24.91	9.696969697	-32.48588377	150.8866567
Kempsey - Nambucca	Mid North Coast	$839,000	-2.22	6	3.99	11.70	46.66	12	-30.92341147	153.0376751
Newcastle	Newcastle and Lake Macquarie	$479,000	6.15	6	4.97	6.85	34.04	10.21978022	-32.90367405	151.6940163
Newcastle	Newcastle and Lake Macquarie	$735,000	6.36	5	3.89	10.13	46.61	10.21978022	-32.90367405	151.6940163
Lake Macquarie - East	Newcastle and Lake Macquarie	$940,000	3.89	8	3.79	9.01	40.42	10.32608696	-33.00672235	151.68704
Lake Macquarie - East	Newcastle and Lake Macquarie	$590,000	2.36	13	3.86	5.82	22.46	10.32608696	-33.00672235	151.68704
Richmond Valley - Hinterland	Richmond - Tweed	$895,000	9.04	8	3.38	12.34	41.71	9.523809524	-28.70996395	153.185194
Wyong	Central Coast	$1,350,000	5.52	9	2.44	10.21	29.49	11.7721519	-33.21611231	151.3741963
Snowy Mountains	Capital Region	$787,050	-8.52	9	4.24	5.33	22.60	10.76923077	-36.43890736	148.6085603
Snowy Mountains	Capital Region	$1,400,000	-6.09	8	3.47	8.30	28.76	10.76923077	-36.43890736	148.6085603
Albury	Murray	$780,400	1.03	9	4.06	5.80	23.53	8.401785714	-35.95942047	146.8748358
Southern Highlands	Southern Highlands and Shoalhaven	$1,295,000	-8.58	6	3.29	8.56	33.30	9.670570313	-34.43314898	150.2151055
Taree - Gloucester	Mid North Coast	$815,000	0.81	6	3.38	10.90	36.83	10.77102027	-31.73153076	152.7042472
Penrith	Sydney - Outer West and Blue Mountains	$589,000	8.33	13	5.58	3.18	17.70	9.31372549	-33.72753896	150.741786
Penrith	Sydney - Outer West and Blue Mountains	$975,000	8.84	9	3.90	6.55	30.19	9.31372549	-33.72753896	150.741786
Young - Yass	Capital Region	$1,250,000	13.92	7	3.00	15.60	55.26	11.68674699	-34.79438695	148.3474065
Clarence Valley	Coffs Harbour - Grafton	$575,000	-0.81	4	5.00	6.31	31.55	9.492868463	-29.63703115	152.9304965
Wagga Wagga	Riverina	$475,300	4.76	6	4.73	5.15	24.36	9.298245614	-34.86379411	147.5796856
Wagga Wagga	Riverina	$199,000	-3.42	9	0.00	0.00	20.61	9.298245614	-34.86379411	147.5796856
Lake Macquarie - East	Newcastle and Lake Macquarie	$714,000	2.36	13	4.37	5.90	25.78	10.32608696	-32.96173502	151.7125126
Lake Macquarie - East	Newcastle and Lake Macquarie	$1,150,000	3.89	8	2.81	10.83	36.03	10.32608696	-32.96173502	151.7125126
Lithgow - Mudgee	Central West	$649,000	5.59	15	4.71	6.41	30.18	10.09677419	-32.47934584	149.8548577
Coffs Harbour	Coffs Harbour - Grafton	$887,550	2.47	4	3.50	15.13	62.69	10	-30.49500851	152.7354506
South Coast	Capital Region	$799,000	0.62	5	4.31	7.80	33.64	11.80602007	-36.7293097	149.9296135
Snowy Mountains	Capital Region	$1,295,000	-6.09	8	4.66	7.42	34.59	10.76923077	-36.33472803	148.6425431
South Coast	Capital Region	$799,000	0.62	5	3.58	7.36	26.31	11.80602007	-36.71611351	149.7149194
Dapto - Port Kembla	Illawarra	$675,000	8.66	4	4.08	7.42	30.22	11.62849873	-34.49263047	150.8146393
Dapto - Port Kembla	Illawarra	$850,000	6.99	8	3.79	9.88	37.48	11.62849873	-34.49263047	150.8146393
Lithgow - Mudgee	Central West	$399,000	5.59	15	4.92	8.89	43.72	10.09677419	-32.86135154	149.9622886
Southern Highlands	Southern Highlands and Shoalhaven	$1,435,500	-8.58	6	3.38	7.36	24.89	9.670570313	-34.54461811	150.5310238
Cronulla - Miranda - Caringbah	Sydney - Sutherland	$2,000,000	5.91	15	3.15	7.83	29.19	8.761904762	-34.00245078	151.0965545
Shoalhaven	Southern Highlands and Shoalhaven	$1,475,370	3.80	6	3.12	12.37	38.59	11.86666667	-34.73064388	150.4532322
Wyong	Central Coast	$861,900	5.52	9	3.71	12.34	45.85	11.7721519	-33.3199368	151.3997289
Lithgow - Mudgee	Central West	$599,000	5.59	15	3.77	5.80	21.86	10.09677419	-33.62941931	150.2141848
South Coast	Capital Region	$799,000	0.62	5	3.58	6.72	28.39	11.80602007	-36.74778463	149.772122
Wyong	Central Coast	$520,000	-0.66	7	4.42	6.41	28.31	11.7721519	-33.26125862	151.4883155
Wyong	Central Coast	$744,600	5.52	9	3.95	8.92	41.67	11.7721519	-33.26125862	151.4883155
Wagga Wagga	Riverina	$620,000	4.76	6	4.59	3.78	17.37	9.298245614	-35.15446795	147.2807251
Queanbeyan	Capital Region	$770,000	1.58	3	4.51	6.13	27.64	7.232142857	-35.37510858	149.2350606
Queanbeyan	Capital Region	$590,000	2.08	2	4.47	4.95	22.11	7.232142857	-35.37510858	149.2350606
Coffs Harbour	Coffs Harbour - Grafton	$799,000	2.47	4	4.22	6.33	26.72	10	-30.23895217	153.0651102
Sutherland - Menai - Heathcote	Sydney - Sutherland	$1,648,500	7.59	11	3.36	9.56	37.97	9.141104294	-34.01833598	151.0809555
Sutherland - Menai - Heathcote	Sydney - Sutherland	$939,750	6.71	8	3.59	5.12	18.35	9.141104294	-34.01833598	151.0809555
Gosford	Central Coast	$980,000	5.31	13	3.73	7.12	26.52	11.9047619	-33.4557149	151.2625628
Gosford	Central Coast	$0	3.50	10	0.00	0.00	15.38	11.9047619	-33.4557149	151.2625628
Port Stephens	Hunter Valley exc Newcastle	$686,600	2.04	4	3.77	10.58	39.85	10.7804878	-32.62630452	151.9561717
Blue Mountains	Sydney - Outer West and Blue Mountains	$595,000	8.15	13	4.63	7.01	32.50	10.10869565	-33.70394056	150.2794877
Blue Mountains	Sydney - Outer West and Blue Mountains	$860,000	6.20	13	3.55	11.80	41.89	10.10869565	-33.70394056	150.2794877
Campbelltown (NSW)	Sydney - Outer South West	$900,000	8.16	11	3.52	7.27	25.60	10.20357942	-34.01967597	150.8020384
Lower Hunter	Hunter Valley exc Newcastle	$670,000	4.84	9	4.45	6.87	30.55	9.696969697	-32.85038181	151.3942939
Richmond Valley - Hinterland	Richmond - Tweed	$895,000	9.04	8	3.38	7.65	25.87	9.523809524	-28.715811	153.2753937
Wollongong	Illawarra	$695,000	0.69	9	3.49	6.69	23.34	11.00840336	-34.40970079	150.8717883
Wollongong	Illawarra	$1,200,000	1.21	3	3.28	11.41	44.28	11.00840336	-34.40970079	150.8717883
Richmond Valley - Coastal	Richmond - Tweed	$950,000	9.09	8	3.79	13.03	49.32	12.01834862	-28.89346307	153.5489639
Armidale	New England and North West	$510,000	7.37	2	5.20	3.15	16.39	6.451612903	-30.5834104	151.6345298
Baulkham Hills	Sydney - Baulkham Hills and Hawkesbury	$825,000	-1.33	7	2.88	6.85	19.72	13.73684211	-33.71031532	150.9579957
Baulkham Hills	Sydney - Baulkham Hills and Hawkesbury	$1,880,000	7.38	5	2.25	10.85	24.45	13.73684211	-33.71031532	150.9579957
Blacktown - North	Sydney - Blacktown	$570,000	7.68	9	5.47	3.02	16.51	11.16788321	-33.70375925	150.9200622
Blacktown - North	Sydney - Blacktown	$1,592,871	5.76	8	2.78	8.41	23.39	11.16788321	-33.70375925	150.9200622
Bathurst	Central West	$300,000	5.68	11	5.90	3.46	20.45	8.857142857	-33.42859727	149.6040709
Bathurst	Central West	$799,000	3.94	3	4.14	6.46	26.78	8.857142857	-33.42859727	149.6040709
Tamworth - Gunnedah	New England and North West	$300,000	13.92	7	7.16	2.74	23.18	5.12605042	-30.83173436	150.4019199
Dapto - Port Kembla	Illawarra	$998,000	6.99	8	3.95	6.04	23.82	11.62849873	-34.46274366	150.8000671
Dapto - Port Kembla	Illawarra	$780,000	8.66	4	5.12	4.17	21.36	11.62849873	-34.46274366	150.8000671
Fairfield	Sydney - South West	$3,750,000	14.68	14	1.19	32.47	38.59	11.39495079	-33.86920144	150.7851995
Kempsey - Nambucca	Mid North Coast	$499,200	-2.22	6	5.76	7.66	44.16	12	-31.06229289	152.8445982
Kempsey - Nambucca	Mid North Coast	$338,000	-2.27	0	6.20	5.26	32.64	12	-31.06229289	152.8445982
Port Macquarie	Mid North Coast	$679,000	4.38	6	3.87	7.60	29.39	9.647058824	-31.63262076	152.6966406
Eastern Suburbs - South	Sydney - Eastern Suburbs	$999,100	7.98	10	3.71	8.60	31.94	8.936877076	-33.91280992	151.2191117
Eastern Suburbs - South	Sydney - Eastern Suburbs	$4,212,600	4.59	3	1.85	32.25	70.59	8.936877076	-33.91280992	151.2191117
Dural - Wisemans Ferry	Sydney - Baulkham Hills and Hawkesbury	$744,000	-19.76	16	4.62	3.08	14.23	10.83333333	-33.63850469	150.9713578
Dural - Wisemans Ferry	Sydney - Baulkham Hills and Hawkesbury	$3,200,000	7.53	10	1.82	15.94	34.30	10.83333333	-33.63850469	150.9713578
Campbelltown (NSW)	Sydney - Outer South West	$870,000	8.16	11	3.29	6.97	22.92	10.20357942	-34.06198349	150.861834
Armidale	New England and North West	$510,000	7.37	2	5.20	4.89	30.05	6.451612903	-30.75439013	151.3821851
Armidale	New England and North West	$510,000	7.37	2	5.20	5.70	35.06	6.451612903	-30.80635222	151.4525895
Port Macquarie	Mid North Coast	$815,000	4.38	6	4.11	11.90	48.89	9.647058824	-31.65548712	152.7361796
Tumut - Tumbarumba	Riverina	$455,000	5.62	8	5.54	5.09	28.21	10.4570185	-36.25402449	148.1575994
Kiama - Shellharbour	Illawarra	$965,000	5.04	5	3.64	9.16	33.35	12.16494845	-34.6717647	150.849509
Kiama - Shellharbour	Illawarra	$1,550,000	9.14	7	2.60	15.52	40.35	12.16494845	-34.6717647	150.849509
Kiama - Shellharbour	Illawarra	$721,000	5.04	5	4.23	5.41	22.92	12.16494845	-34.63976185	150.8464573
Kiama - Shellharbour	Illawarra	$1,425,000	9.14	7	2.89	10.44	30.16	12.16494845	-34.63976185	150.8464573
Kiama - Shellharbour	Illawarra	$1,600,000	9.14	7	2.48	14.57	42.66	12.16494845	-34.70299847	150.8393845
South Coast	Capital Region	$995,000	0.62	5	3.58	11.73	41.98	11.80602007	-36.18996701	150.083245
Tweed Valley	Richmond - Tweed	$1,250,000	13.45	6	3.13	12.27	38.39	15.89673913	-28.33931267	153.4499889
Lake Macquarie - West	Newcastle and Lake Macquarie	$950,000	3.11	9	2.99	6.99	20.89	11.39175258	-33.02392543	151.5917828
Taree - Gloucester	Mid North Coast	$815,000	0.81	6	3.38	13.25	52.95	10.77102027	-31.71731049	152.4060372
Ku-ring-gai	Sydney - North Sydney and Hornsby	$1,200,000	1.22	8	3.53	6.67	23.54	12.23333333	-33.76901383	151.1567493
Ku-ring-gai	Sydney - North Sydney and Hornsby	$3,905,500	6.38	9	2.01	23.32	55.32	12.23333333	-33.76901383	151.1567493
Warringah	Sydney - Northern Beaches	$1,404,000	8.00	11	2.37	6.57	15.55	11.07925801	-33.77248881	151.2203579
Warringah	Sydney - Northern Beaches	$2,607,600	5.00	6	3.00	11.91	35.79	11.07925801	-33.77248881	151.2203579
Wyong	Central Coast	$690,000	-0.66	7	3.57	7.47	26.64	11.7721519	-33.36632252	151.4629114
Wyong	Central Coast	$909,000	5.52	9	3.50	9.82	40.68	11.7721519	-33.36632252	151.4629114
Taree - Gloucester	Mid North Coast	$815,000	0.81	6	3.38	8.26	27.92	10.77102027	-31.89466865	152.2867278
Gosford	Central Coast	$1,625,000	5.31	13	2.71	13.21	42.33	11.9047619	-33.52114951	151.3654684
Gosford	Central Coast	$1,625,000	5.31	13	2.71	11.70	37.51	11.9047619	-33.52249166	151.3754864
Lake Macquarie - West	Newcastle and Lake Macquarie	$850,000	3.11	9	4.17	6.30	26.29	11.39175258	-32.92853494	151.5449559
Taree - Gloucester	Mid North Coast	$815,000	0.81	6	3.38	10.68	42.69	10.77102027	-31.9218133	152.2145304
Kempsey - Nambucca	Mid North Coast	$830,000	-2.22	6	3.31	8.88	34.79	12	-31.00548117	153.007399
Gosford	Central Coast	$676,000	3.50	10	4.23	7.57	32.01	11.9047619	-33.47260542	151.3978512
Gosford	Central Coast	$1,147,500	5.31	13	3.03	14.16	50.72	11.9047619	-33.47260542	151.3978512
Gosford	Central Coast	$1,625,000	5.31	13	2.71	34.62	93.83	11.9047619	-33.48381843	151.3824703
Port Macquarie	Mid North Coast	$1,650,000	4.38	6	3.36	10.24	40.71	9.647058824	-31.49240406	152.7531633
Wyong	Central Coast	$708,010	5.52	9	3.93	7.72	30.38	11.7721519	-33.17133329	151.5570016
Blacktown	Sydney - Blacktown	$764,775	5.83	10	2.89	5.96	17.21	10.13636364	-33.75122737	150.9375294
Blacktown	Sydney - Blacktown	$1,576,200	11.87	13	2.52	10.26	25.81	10.13636364	-33.75122737	150.9375294
Blacktown	Sydney - Blacktown	$440,500	5.83	10	6.36	3.22	20.50	10.13636364	-33.7437458	150.9086825
Blacktown	Sydney - Blacktown	$1,224,000	11.87	13	2.82	8.93	25.15	10.13636364	-33.7437458	150.9086825
Orange	Central West	$620,000	-1.48	8	4.44	5.19	23.07	8.846376812	-33.48968279	149.3228495
Shoalhaven	Southern Highlands and Shoalhaven	$1,050,000	3.80	6	3.30	10.29	33.94	11.86666667	-35.37056174	150.4429126
Tweed Valley	Richmond - Tweed	$940,000	12.38	6	4.09	9.84	40.27	15.89673913	-28.26115905	153.5778935
Tweed Valley	Richmond - Tweed	$1,700,000	13.45	6	2.53	21.68	64.76	15.89673913	-28.26115905	153.5778935
Goulburn - Mulwaree	Capital Region	$790,000	3.33	1	3.78	5.02	18.95	8.235294118	-34.67088872	149.6815539
Eastern Suburbs - South	Sydney - Eastern Suburbs	$950,410	7.98	10	4.10	8.29	33.97	8.936877076	-33.92607265	151.2339003
Eastern Suburbs - South	Sydney - Eastern Suburbs	$2,775,000	4.59	3	2.21	24.24	63.42	8.936877076	-33.92607265	151.2339003
Canterbury	Sydney - Inner South West	$675,000	10.00	6	4.96	5.57	27.62	10.29411765	-33.93971427	151.0985066
Canterbury	Sydney - Inner South West	$1,880,000	9.87	10	2.33	16.28	37.87	10.29411765	-33.93971427	151.0985066
Young - Yass	Capital Region	$479,000	13.92	7	5.55	3.68	20.43	11.68674699	-34.44832878	148.3471422
Penrith	Sydney - Outer West and Blue Mountains	$549,000	8.33	13	3.84	7.10	27.24	9.31372549	-33.76141058	150.7227919
Penrith	Sydney - Outer West and Blue Mountains	$929,000	8.84	9	3.22	10.71	40.80	9.31372549	-33.76141058	150.7227919
Tamworth - Gunnedah	New England and North West	$565,000	13.92	7	4.73	3.86	21.58	5.12605042	-31.1619881	150.9314791
Richmond Valley - Coastal	Richmond - Tweed	$950,000	9.09	8	3.79	9.24	35.00	12.01834862	-28.79344284	153.5435769
Shoalhaven	Southern Highlands and Shoalhaven	$995,000	3.80	6	3.09	15.21	47.03	11.86666667	-35.55155705	150.3775535
Camden	Sydney - Outer South West	$1,081,200	5.88	7	3.27	5.07	16.59	10.18691589	-34.03390118	150.711773
Sutherland - Menai - Heathcote	Sydney - Sutherland	$873,650	6.71	8	5.08	6.03	30.64	9.141104294	-34.03338605	151.0726538
Sutherland - Menai - Heathcote	Sydney - Sutherland	$1,690,700	7.59	11	3.17	12.57	39.83	9.141104294	-34.03338605	151.0726538
North Sydney - Mosman	Sydney - North Sydney and Hornsby	$1,453,500	3.04	11	3.72	7.82	29.10	8.333333333	-33.84746253	151.2161075
North Sydney - Mosman	Sydney - North Sydney and Hornsby	$3,350,000	-8.59	0	2.10	23.14	57.34	8.333333333	-33.84746253	151.2161075
Lower Hunter	Hunter Valley exc Newcastle	$788,144	4.84	9	3.36	7.05	23.71	9.696969697	-32.88177276	151.3598144
Richmond Valley - Coastal	Richmond - Tweed	$950,000	9.09	8	3.79	7.15	27.07	12.01834862	-28.76051843	153.5424869
Kogarah - Rockdale	Sydney - Inner South West	$699,000	7.69	5	5.24	5.85	30.66	9.050025265	-33.96824599	151.1361205
Kogarah - Rockdale	Sydney - Inner South West	$1,700,000	10.88	6	2.35	16.07	37.77	9.050025265	-33.96824599	151.1361205
Kogarah - Rockdale	Sydney - Inner South West	$1,887,000	10.88	6	2.26	12.29	27.77	9.050025265	-33.98259176	151.1240174
Gosford	Central Coast	$1,000,000	5.31	13	3.53	9.33	32.90	11.9047619	-33.46901975	151.3178032
Dapto - Port Kembla	Illawarra	$740,000	6.99	8	4.08	9.57	46.10	11.62849873	-34.50695311	150.8051405
Dapto - Port Kembla	Illawarra	$675,000	8.66	4	4.08	8.25	33.61	11.62849873	-34.50695311	150.8051405
Richmond Valley - Hinterland	Richmond - Tweed	$895,000	9.04	8	3.38	12.56	42.45	9.523809524	-28.69297185	153.2234702
Taree - Gloucester	Mid North Coast	$899,000	0.81	6	3.85	9.58	43.64	10.77102027	-31.9891899	152.5068383
Lachlan Valley	Central West	$390,000	7.69	8	3.21	12.41	39.87	9.534883721	-34.01180292	148.5614398
Wagga Wagga	Riverina	$335,000	-3.42	9	5.53	3.71	20.48	9.298245614	-35.13754571	147.3801561
Wagga Wagga	Riverina	$569,000	4.76	6	4.73	6.24	29.51	9.298245614	-35.13754571	147.3801561
Tamworth - Gunnedah	New England and North West	$569,000	13.92	7	4.16	6.24	25.94	5.12605042	-31.06279889	151.0558638
Upper Murray exc. Albury	Murray	$445,000	6.52	10	5.44	4.82	26.21	9.215686275	-35.12736003	143.4500946
Coffs Harbour	Coffs Harbour - Grafton	$595,000	0.00	4	4.64	4.98	23.12	10	-30.25025145	153.1156279
Coffs Harbour	Coffs Harbour - Grafton	$1,210,300	2.47	4	3.48	9.56	33.29	10	-30.25025145	153.1156279
Newcastle	Newcastle and Lake Macquarie	$751,900	6.15	6	4.63	5.01	23.21	10.21978022	-32.94280447	151.6958464
Newcastle	Newcastle and Lake Macquarie	$971,250	6.36	5	3.75	7.60	28.50	10.21978022	-32.94280447	151.6958464
Newcastle	Newcastle and Lake Macquarie	$1,050,000	6.36	5	3.47	7.66	26.55	10.21978022	-32.95107145	151.6915009
Taree - Gloucester	Mid North Coast	$815,000	0.81	6	3.38	10.58	35.75	10.77102027	-32.04513713	152.2596705
Clarence Valley	Coffs Harbour - Grafton	$775,000	-0.81	4	3.77	10.50	39.65	9.492868463	-29.97506346	152.9455928
Gosford	Central Coast	$825,000	5.31	13	2.13	12.33	26.30	11.9047619	-33.19223276	151.1562492
Kempsey - Nambucca	Mid North Coast	$830,000	-2.22	6	3.31	8.82	29.20	12	-31.21286687	152.8094635
Taree - Gloucester	Mid North Coast	$815,000	0.81	6	3.38	8.09	27.33	10.77102027	-31.85432728	152.5355719
Clarence Valley	Coffs Harbour - Grafton	$775,000	-0.81	4	3.77	9.18	34.65	9.492868463	-29.95276111	153.0286471
Hawkesbury	Sydney - Baulkham Hills and Hawkesbury	$1,100,000	-1.92	6	3.32	8.93	29.63	5.9375	-33.54927404	150.6944998
Cronulla - Miranda - Caringbah	Sydney - Sutherland	$2,800,000	5.91	15	2.28	19.08	43.44	8.761904762	-34.02096776	151.2131673
North Sydney - Mosman	Sydney - North Sydney and Hornsby	$2,700,000	3.04	11	5.32	3.91	20.82	8.333333333	-33.84209295	151.2224785
North Sydney - Mosman	Sydney - North Sydney and Hornsby	$3,350,000	-8.59	0	2.10	17.21	42.66	8.333333333	-33.84209295	151.2224785
Hawkesbury	Sydney - Baulkham Hills and Hawkesbury	$1,425,600	-1.92	6	2.87	9.60	27.53	5.9375	-33.51213052	150.6894584
Hawkesbury	Sydney - Baulkham Hills and Hawkesbury	$1,100,000	-1.92	6	3.32	7.48	29.35	5.9375	-33.51800276	150.6061663
Hawkesbury	Sydney - Baulkham Hills and Hawkesbury	$1,100,000	-1.92	6	3.32	6.56	21.75	5.9375	-33.52639748	150.660021
Lower Hunter	Hunter Valley exc Newcastle	$440,000	3.37	11	5.14	5.64	29.00	9.696969697	-32.81448088	151.4806597
Lower Hunter	Hunter Valley exc Newcastle	$602,000	4.84	9	4.30	7.85	39.87	9.696969697	-32.81448088	151.4806597
Kogarah - Rockdale	Sydney - Inner South West	$872,925	7.69	5	3.98	8.13	32.35	9.050025265	-33.94879708	151.1606324
Kogarah - Rockdale	Sydney - Inner South West	$2,106,000	10.88	6	2.52	19.14	57.09	9.050025265	-33.94879708	151.1606324
Hurstville	Sydney - Inner South West	$2,354,000	9.61	6	2.35	11.72	32.58	8.606965174	-33.98936099	151.0991904
Tweed Valley	Richmond - Tweed	$1,250,000	13.45	6	3.13	15.82	49.51	15.89673913	-28.30634334	153.3754716
Richmond Valley - Hinterland	Richmond - Tweed	$550,000	9.04	8	4.46	9.09	40.53	9.523809524	-28.63648505	153.0123869
Richmond Valley - Hinterland	Richmond - Tweed	$385,000	22.05	3	0.00	0.00	30.62	9.523809524	-28.63648505	153.0123869
Eastern Suburbs - South	Sydney - Eastern Suburbs	$2,970,000	4.59	3	3.24	20.90	67.67	8.936877076	-33.991503	151.2435923
Tumut - Tumbarumba	Riverina	$495,000	5.62	8	5.06	2.16	10.92	10.4570185	-35.31089024	148.308914
Young - Yass	Capital Region	$1,250,000	13.92	7	3.00	9.57	28.65	11.68674699	-34.84052294	149.1549305
Wagga Wagga	Riverina	$675,980	4.76	6	5.84	4.45	25.97	9.298245614	-35.21142833	147.5593987
Goulburn - Mulwaree	Capital Region	$790,000	3.33	1	3.78	7.25	27.36	8.235294118	-34.34618512	149.5686453
Lower Hunter	Hunter Valley exc Newcastle	$788,144	4.84	9	3.36	10.25	34.50	9.696969697	-33.04120585	151.0372143
Wagga Wagga	Riverina	$749,900	4.76	6	4.37	5.42	23.70	9.298245614	-35.16651809	147.3922706
Wagga Wagga	Riverina	$507,000	-3.42	9	4.46	3.61	16.10	9.298245614	-35.16651809	147.3922706
Goulburn - Mulwaree	Capital Region	$790,000	3.33	1	3.78	6.87	25.93	8.235294118	-35.01866688	149.6849574
Lachlan Valley	Central West	$258,000	7.69	8	8.67	2.53	21.91	9.534883721	-33.37909613	146.3004973
Port Macquarie	Mid North Coast	$595,000	-0.90	7	4.31	7.08	30.51	9.647058824	-31.54982894	152.8394706
Port Macquarie	Mid North Coast	$900,000	4.38	6	3.68	12.24	53.33	9.647058824	-31.54982894	152.8394706
Shoalhaven	Southern Highlands and Shoalhaven	$995,000	3.80	6	3.09	17.31	63.29	11.86666667	-35.26502227	150.4667027
Queanbeyan	Capital Region	$1,100,000	1.58	3	3.39	4.73	18.93	7.232142857	-35.10272423	149.3993052
Wyong	Central Coast	$520,000	-0.66	7	4.42	8.43	37.20	11.7721519	-33.24465714	151.5008992
Wyong	Central Coast	$751,900	5.52	9	3.90	12.08	55.72	11.7721519	-33.24465714	151.5008992
Dapto - Port Kembla	Illawarra	$790,000	8.66	4	4.06	7.68	31.18	11.62849873	-34.48432011	150.866495
Dapto - Port Kembla	Illawarra	$870,000	6.99	8	4.16	9.59	39.91	11.62849873	-34.48432011	150.866495
Kiama - Shellharbour	Illawarra	$720,000	5.04	5	4.64	9.89	45.88	12.16494845	-34.54339844	150.8610539
Kiama - Shellharbour	Illawarra	$880,000	9.14	7	3.11	14.76	54.26	12.16494845	-34.54339844	150.8610539
Port Macquarie	Mid North Coast	$695,000	4.38	6	4.50	4.88	21.96	9.647058824	-31.50366582	152.8132963
Wyong	Central Coast	$315,000	-0.66	7	4.65	6.62	30.75	11.7721519	-33.19342457	151.5720961
Wyong	Central Coast	$708,010	5.52	9	3.78	10.07	45.02	11.7721519	-33.19342457	151.5720961
Shoalhaven	Southern Highlands and Shoalhaven	$995,000	3.80	6	3.09	15.30	47.32	11.86666667	-35.42832209	150.4151899
Griffith - Murrumbidgee (West)	Riverina	$480,000	14.67	8	3.90	4.42	17.22	6.538461538	-34.22629151	146.0232168
Lake Macquarie - East	Newcastle and Lake Macquarie	$1,030,000	3.89	8	3.74	6.64	24.84	10.32608696	-32.96207655	151.6496963
Canterbury	Sydney - Inner South West	$450,000	10.00	6	6.15	5.83	35.84	10.29411765	-33.91825824	151.0756164
Canterbury	Sydney - Inner South West	$1,494,800	9.87	10	2.60	19.88	51.69	10.29411765	-33.91825824	151.0756164
Wollondilly	Sydney - Outer South West	$947,699	5.00	7	3.49	5.83	20.33	10.58823529	-34.19423027	150.5037684
Port Macquarie	Mid North Coast	$715,000	4.38	6	4.21	10.67	53.09	9.647058824	-31.63472444	152.7665564
Blacktown	Sydney - Blacktown	$764,775	5.83	10	2.89	10.03	28.96	10.13636364	-33.76063744	150.9314513
Blacktown	Sydney - Blacktown	$1,037,900	11.87	13	3.02	11.14	39.73	10.13636364	-33.76063744	150.9314513
Maitland	Hunter Valley exc Newcastle	$1,189,200	4.90	7	4.36	5.02	21.89	9.513718144	-32.56863433	151.4596445
Newcastle	Newcastle and Lake Macquarie	$685,000	6.15	6	3.88	7.09	27.53	10.21978022	-32.91402084	151.7068687
Newcastle	Newcastle and Lake Macquarie	$1,092,000	6.36	5	3.41	9.89	33.76	10.21978022	-32.91402084	151.7068687
Chatswood - Lane Cove	Sydney - North Sydney and Hornsby	$911,600	4.06	7	3.87	5.89	22.82	10.78787879	-33.81795751	151.1650254
Chatswood - Lane Cove	Sydney - North Sydney and Hornsby	$3,103,000	6.85	5	2.17	18.46	47.26	10.78787879	-33.81795751	151.1650254
Chatswood - Lane Cove	Sydney - North Sydney and Hornsby	$840,320	4.06	7	4.27	5.73	24.46	10.78787879	-33.80566618	151.1614531
Chatswood - Lane Cove	Sydney - North Sydney and Hornsby	$3,350,000	6.85	5	1.55	25.22	38.99	10.78787879	-33.80566618	151.1614531
Chatswood - Lane Cove	Sydney - North Sydney and Hornsby	$945,105	4.06	7	3.91	5.10	19.96	10.78787879	-33.81407604	151.1495216
Chatswood - Lane Cove	Sydney - North Sydney and Hornsby	$0	6.85	5	0.00	0.00	40.46	10.78787879	-33.81407604	151.1495216
Clarence Valley	Coffs Harbour - Grafton	$775,000	-0.81	4	3.77	9.13	34.47	9.492868463	-29.87508837	152.9694683
Taree - Gloucester	Mid North Coast	$815,000	0.81	6	3.38	12.95	51.74	10.77102027	-31.75862479	152.5095595
Fairfield	Sydney - South West	$1,037,900	14.68	14	3.68	11.28	41.51	11.39495079	-33.90071511	150.9507828
Blue Mountains	Sydney - Outer West and Blue Mountains	$1,150,000	6.20	13	3.15	8.03	25.31	10.10869565	-33.77462558	150.636219
Maitland	Hunter Valley exc Newcastle	$650,000	-1.92	7	4.20	4.49	18.84	9.513718144	-32.70337116	151.6093266
Maitland	Hunter Valley exc Newcastle	$855,000	4.90	7	3.91	6.50	25.39	9.513718144	-32.70337116	151.6093266
Richmond Valley - Hinterland	Richmond - Tweed	$895,000	9.04	8	3.38	17.37	58.73	9.523809524	-28.65982709	153.1076004
Richmond Valley - Hinterland	Richmond - Tweed	$549,000	22.05	3	0.00	0.00	34.33	9.523809524	-28.65982709	153.1076004
Port Macquarie	Mid North Coast	$595,000	-0.90	7	4.31	11.95	51.52	9.647058824	-31.64272403	152.7969133
Port Macquarie	Mid North Coast	$759,000	4.38	6	3.62	17.00	72.85	9.647058824	-31.64272403	152.7969133
North Sydney - Mosman	Sydney - North Sydney and Hornsby	$1,260,000	3.04	11	4.02	7.52	30.22	8.333333333	-33.84380087	151.207177
North Sydney - Mosman	Sydney - North Sydney and Hornsby	$3,004,750	-8.59	0	2.33	19.82	54.64	8.333333333	-33.84380087	151.207177
Albury	Murray	$335,000	4.69	6	5.69	4.61	26.19	8.401785714	-36.02870583	146.9251581
Albury	Murray	$519,000	1.03	9	4.90	7.18	41.59	8.401785714	-36.02870583	146.9251581
